designation,ra,dec,clon,clat,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
Gaia DR2 2674103400778052096,324.44824994594785,-2.982651412771426,21h37m47.58s,-02d58m57.55s,160,391.1699571509476,1.3923494596255348,280.9423828125,19.207452774,15,156.8884342967444,14.988588410777153,10.4671916962,19.862411499,17,320.3561816449518,10.978469178923392,29.1804046631,18.4978370667,1.220044136,0,1.3645744324,0.654958725,0.7096157074,,,
Gaia DR2 2674151749224519808,324.86177822382166,-2.4531934494681327,21h39m26.83s,-02d27m11.50s,146,252.04325559909282,1.3406376753794589,188.0025177002,19.684677124,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674110242661008896,324.4448058788789,-2.9143063787378556,21h37m46.75s,-02d54m51.50s,133,7657.292558413302,4.321030852696832,1772.0985107422,15.9781780243,15,3599.3376288333247,21.345842388294916,168.6200714111,16.4608325958,12,5859.301146898146,21.35073485115875,274.4308776855,15.3423051834,1.2352458239,1,1.1185274124,0.4826545715,0.6358728409,,,
Gaia DR2 2674170818879080320,325.37854471222226,-2.7939230421264636,21h41m30.85s,-02d47m38.12s,98,99.59985561869206,1.2936402022775702,76.9919281006,20.6927185059,11,33.48285231000263,14.007348522086737,2.3903775215,21.5393314362,12,118.33004757449005,7.611163368787289,15.5469064713,19.5791816711,1.524228096,0,1.960149765,0.8466129303,1.1135368347,,,
Gaia DR2 2674176896258720128,325.30563717435416,-2.6448861152713254,21h41m13.35s,-02d38m41.59s,147,1373.699484505411,2.427725018837696,565.8381958008,17.8436355591,15,629.3442361816242,8.283434532279413,75.9762420654,18.3541679382,15,997.6896033090939,10.177088216169354,98.032913208,17.2644309998,1.1844176054,0,1.0897369385,0.5105323792,0.5792045593,,,
Gaia DR2 2674030798650633472,324.6900825818229,-3.3411140789068896,21h38m45.62s,-03d20m28.01s,138,123.273765000494,1.4691296971367451,83.9093856812,20.46118927,9,67.05766848346379,5.657172815530561,11.8535652161,20.7852668762,14,163.156101481214,7.2076903600095354,22.636390686,19.2304115295,1.8675000668,0,1.5548553467,0.3240776062,1.2307777405,,,
Gaia DR2 2674036231784511360,324.5725693221905,-3.249546428892218,21h38m17.42s,-03d14m58.37s,119,15094.431319509933,6.848737539258715,2203.9729003906,15.2413234711,13,7741.4771601412685,21.93253974560973,352.9676513672,15.6293287277,13,10549.113127349721,21.954772357654683,480.4929504395,14.7038803101,1.2117441893,0,0.9254484177,0.3880052567,0.537443161,0.4399999976,0.1965000033,0.57099998
Gaia DR2 2674021663255593216,325.0656027229009,-3.378206631904685,21h40m15.74s,-03d22m41.54s,116,210.25425445317157,1.6759141083355242,125.4564590454,19.8815040588,9,102.17942237723143,13.112038867355421,7.7927942276,20.3279800415,10,170.25742926022272,8.752069271950033,19.4533920288,19.1841545105,1.2957495451,0,1.143825531,0.4464759827,0.6973495483,,,
Gaia DR2 2674331897333288320,324.63448568303835,-2.544857612645913,21h38m32.28s,-02d32m41.49s,139,3363.635650017191,3.4607558740494846,971.936706543,16.8713436127,15,1579.5248148222702,17.365341297361905,90.9584655762,17.3550720215,15,2574.551607076073,15.191616969898448,169.471862793,16.2351665497,1.2349959612,0,1.1199054718,0.4837284088,0.636177063,,,
Gaia DR2 2674241874818868352,325.0266532695359,-2.4611330890554868,21h40m06.40s,-02d27m40.08s,127,178.6075589418073,1.4664433429555805,121.7964248657,20.0586166382,12,69.29579049203271,22.06568671273004,3.1404321194,20.7496204376,12,166.32047490998843,8.648378743780915,19.2314052582,19.2095565796,1.3191841841,0,1.540063858,0.6910037994,0.8490600586,,,
Gaia DR2 2674171020743433984,325.37637616657577,-2.7856979189727236,21h41m30.33s,-02d47m08.51s,121,865.164941033812,2.466963734864222,350.7003173828,18.3456192017,13,375.2385754829196,14.526542191246488,25.831237793,18.9156188965,11,733.9568248308376,22.646708936829913,32.4089851379,17.597743988,1.2820624113,0,1.3178749084,0.5699996948,0.7478752136,,,
Gaia DR2 2674116010802275200,324.4649803159427,-2.7865561651922794,21h37m51.60s,-02d47m11.60s,87,113.36033343780743,1.4287120046514001,79.3444290161,20.5522136688,6,59.033515710371,15.33585040590916,3.8493800163,20.9236412048,6,93.95186383255997,6.064927438495099,15.4910116196,19.829656601,1.3495495319,0,1.0939846039,0.371427536,0.7225570679,,,
Gaia DR2 2674103400778065536,324.4465781174828,-2.971629189828135,21h37m47.18s,-02d58m17.87s,137,259.9528635025714,1.46371455856865,177.5980529785,19.6511287689,9,53.62221240974216,8.706092577981167,6.1591596603,21.0280265808,14,299.01460353321175,14.058024723075873,21.270029068,18.5726890564,1.3565413952,0,2.4553375244,1.3768978119,1.0784397125,,,
Gaia DR2 2674224106539243264,325.2808411740178,-2.6132320013188304,21h41m07.40s,-02d36m47.64s,124,993.7608660780801,2.1423127591624627,463.8729248047,18.1951618195,13,558.0849243152189,12.692969739492044,43.9680328369,18.4846382141,14,634.9605963564986,10.990557357864256,57.7732849121,17.7550525665,1.2005357742,0,0.7295856476,0.2894763947,0.4401092529,,,
Gaia DR2 2674151783584791680,324.8827893258312,-2.4505446334734637,21h39m31.87s,-02d27m01.96s,105,875.6779121248284,1.9357669492691778,452.3674316406,18.3325042725,12,332.9580346991428,18.32233273474134,18.1722507477,19.0454139709,10,752.7533987303015,9.289052266068204,81.0366210938,17.5702877045,1.2398524284,0,1.4751262665,0.7129096985,0.762216568,,,
Gaia DR2 2674171055103303424,325.375728183679,-2.7830254955006652,21h41m30.17s,-02d46m58.89s,44,71.3233132946589,2.3359067053562623,30.5334606171,21.0552864075,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674016436279985280,324.9209201349018,-3.401018672318965,21h39m41.02s,-03d24m03.67s,123,457.4032215465951,2.043725182904594,223.8085784912,19.0376167297,8,79.63549130092642,15.94863375609388,4.9932484627,20.5986213684,13,694.1449583985221,10.964291672058428,63.3096046448,17.6582946777,1.6916812658,0,2.9403266907,1.5610046387,1.379322052,,,
Gaia DR2 2674084434202038784,324.5180399158651,-3.179645688187893,21h38m04.33s,-03d10m46.72s,143,292.8399057628771,1.3943449426325505,210.0196990967,19.5217895508,11,69.09829656198137,9.125955436282478,7.5716233253,20.7527198792,13,362.4068990316328,12.291214963296394,29.4850349426,18.3639297485,1.4735190868,0,2.3887901306,1.2309303284,1.1578598022,,,
Gaia DR2 2674331240203014784,324.58892696514926,-2.5832779602938114,21h38m21.34s,-02d34m59.80s,121,124.02437303547505,1.2176853890628,101.8525619507,20.4545974731,9,39.50720030372584,8.2191162314525,4.8067455292,21.3596973419,11,153.38240442746599,6.046427423096422,25.3674430847,19.2974815369,1.5552556515,0,2.0622158051,0.9050998688,1.1571159363,,,
Gaia DR2 2674331210138523904,324.5756975554996,-2.596559943627307,21h38m18.17s,-02d35m47.62s,102,1263.887533581164,2.3343110375828484,541.4392089844,17.9340953827,7,712.3613775383191,22.58356006305017,31.5433597565,18.2196369171,7,781.2492090983365,12.54868727733257,62.2574462891,17.5299453735,1.181759119,0,0.6896915436,0.2855415344,0.4041500092,,,
Gaia DR2 2673272689678596352,325.12958092385065,-3.353120965653783,21h40m31.10s,-03d21m11.24s,132,1153.492484190533,2.40598936801989,479.4254150391,18.03332901,14,657.6455975938211,9.786744358321858,67.1975860596,18.3064079285,12,772.4540434609071,9.437902470559205,81.8459472656,17.5422382355,1.2397997379,0,0.764169693,0.2730789185,0.4910907745,,,
Gaia DR2 2674229913335200768,325.0899926585122,-2.4798213860207903,21h40m21.60s,-02d28m47.36s,67,84.13684245921485,1.606725521854882,52.3654098511,20.8759002686,0,,,,,0,,,,,,2,,,,,,
Gaia DR2 2674337768553131136,324.6819034229809,-2.5129043927086196,21h38m43.66s,-02d30m46.46s,144,1160.4282962153786,2.352067420471851,493.365234375,18.0268192291,13,654.7726286283547,12.891487886596346,50.7910842896,18.3111610413,13,754.7659197830852,16.25345951270323,46.43724823,17.5673885345,1.2146710157,0,0.7437725067,0.2843418121,0.4594306946,,,
Gaia DR2 2674090481516124544,324.466367383349,-3.069298405198555,21h37m51.93s,-03d04m09.47s,139,450.6017232164198,1.6189531500832504,278.3290710449,19.0538845062,13,162.23064850217412,13.236183848915063,12.256603241,19.8260555267,14,466.44845136081835,6.351607637477723,73.4378585815,18.0899105072,1.3951990604,0,1.7361450195,0.7721710205,0.963973999,,,
Gaia DR2 2674021762039104256,325.0953874894686,-3.368248474271186,21h40m22.89s,-03d22m05.69s,87,100.87928884938917,1.5200438958020215,66.3660354614,20.678861618,7,67.23693927251026,15.01407406579785,4.478260994,20.7823677063,7,70.68392158133352,8.486382943319658,8.3290987015,20.1386184692,1.3671871424,0,0.6437492371,0.1035060883,0.5402431488,,,
Gaia DR2 2674063715280331904,325.39767736084775,-2.91460007423374,21h41m35.44s,-02d54m52.56s,115,120.49397487863666,1.1308438511777223,106.5522689819,20.4859523773,10,64.40999196578467,10.734999361737364,5.9999995232,20.8290042877,12,85.31706249404445,9.294315431315473,9.1794881821,19.9343299866,1.2426103354,0,0.8946743011,0.3430519104,0.5516223907,,,
Gaia DR2 2674151783584770688,324.89071402725455,-2.4494951359939807,21h39m33.77s,-02d26m58.18s,139,141.06696674451518,1.1729503401043435,120.266784668,20.3148021698,14,64.82147065222077,7.888945765405438,8.2167472839,20.8220901489,14,86.2156798096927,8.34489647656473,10.3315458298,19.9229545593,1.0706769228,0,0.8991355896,0.5072879791,0.3918476105,,,
Gaia DR2 2674110135286835840,324.44381801630163,-2.936230412739254,21h37m46.52s,-02d56m10.43s,132,1132.4428003645207,2.2058661598511335,513.3778686523,18.0533256531,14,322.80149964127156,10.344169805979407,31.2061290741,19.0790500641,12,1237.4936225366814,13.999155187296866,88.3977355957,17.0305633545,1.3778135777,0,2.0484867096,1.025724411,1.0227622986,,,
Gaia DR2 2673273273793558144,325.1956669139429,-3.3146224925419157,21h40m46.96s,-03d18m52.64s,124,235.17751451111621,1.339799549057113,175.5318603516,19.7598762512,10,63.78963408600908,9.031263405772926,7.0632014275,20.8395137787,14,306.363296762162,8.685546794016666,35.272769928,18.5463275909,1.5739299059,0,2.2931861877,1.0796375275,1.2135486603,,,
Gaia DR2 2674031829442470528,324.65766147136696,-3.322708004288495,21h38m37.84s,-03d19m21.75s,133,1184.4848240750728,2.0305543725311166,583.3307495117,18.0045413971,16,697.2598239021312,20.82964615880151,33.474395752,18.2429008484,14,748.9894891796407,9.308784873344873,80.4605026245,17.5757312775,1.2209943533,0,0.6671695709,0.2383594513,0.4288101196,,,
Gaia DR2 2674030626851608960,324.7172413032375,-3.356165752730575,21h38m52.14s,-03d21m22.20s,126,2016.150657234262,3.245700039465901,621.1759033203,17.4270591736,14,1024.8370919548076,13.202920209588996,77.6220016479,17.8247509003,14,1446.4002162975532,15.849658221306905,91.2574996948,16.8611984253,1.2257205248,0,0.963552475,0.3976917267,0.5658607483,,,
Gaia DR2 2674110208300700544,324.44353707704875,-2.9308636187411286,21h37m46.45s,-02d55m51.11s,117,246.27497820021864,1.6868564928499337,145.9963989258,19.7098140717,11,86.33499227295137,16.206913631585227,5.3270468712,20.5109214783,12,270.26743034685285,11.2741301199646,23.9723529816,18.6824359894,1.4479848146,0,1.8284854889,0.8011074066,1.0273780823,,,
Gaia DR2 2674242630733113472,325.0162410904757,-2.4578844645127655,21h40m03.90s,-02d27m28.38s,126,1674.6183243692367,2.7405419836290132,611.0537109375,17.6285762787,14,510.2855071982209,16.933089098382254,30.1354064941,18.5818557739,12,1672.1634759212548,11.139586363203556,150.1100158691,16.7037239075,1.3032516241,1,1.8781318665,0.9532794952,0.9248523712,,,
Gaia DR2 2674151744930372480,324.8633743450086,-2.451656737253506,21h39m27.21s,-02d27m05.96s,102,91.08971568487352,1.429972541633341,63.7003250122,20.789691925,7,33.50933478421685,8.736376364014708,3.8356101513,21.5384731293,8,39.71947316113542,10.596339066026022,3.7484147549,20.7644119263,0.8039196134,1,0.774061203,0.7487812042,0.0252799988,,,
Gaia DR2 2674172532571929600,325.3579245078162,-2.7331341204793755,21h41m25.90s,-02d43m59.28s,127,860.2747868111563,2.1014411655332426,409.3737182617,18.3517723083,14,429.24936095976403,17.33799831253602,24.7577228546,18.769613266,14,633.9062764516032,7.4118177389055075,85.5264282227,17.7568569183,1.235832572,0,1.0127563477,0.4178409576,0.59491539,,,
Gaia DR2 2673273166419573120,325.1874344515881,-3.3206769784815227,21h40m44.98s,-03d19m14.44s,105,860.1610623698455,2.234539735511031,384.9388122559,18.3519153595,10,341.016135333976,16.136276882111225,21.1335086823,19.0194511414,11,814.975188899494,11.059215260954936,73.6919555664,17.4840583801,1.343924284,0,1.5353927612,0.6675357819,0.8678569794,,,
Gaia DR2 2674170745865522432,325.384207563404,-2.809845519499376,21h41m32.21s,-02d48m35.44s,111,410.6834707700744,1.6171321940391585,253.9578857422,19.1545982361,12,226.12121033017755,9.046875930956096,24.9943981171,19.4655342102,12,262.68934727828406,12.784292080135117,20.5478210449,18.7133140564,1.1902366877,0,0.7522201538,0.3109359741,0.4412841797,,,
Gaia DR2 2674176041560106880,325.31935741766046,-2.6623136156849823,21h41m16.65s,-02d39m44.33s,137,167731.98483691312,28.61935811395256,5860.7875976562,12.6268262863,16,85006.85916006866,95.85108038659199,886.8638305664,13.0277528763,16,117987.42665992922,109.5260305758992,1077.2546386719,12.0823307037,1.2102299929,0,0.9454221725,0.40092659,0.5444955826,,,
Gaia DR2 2674019975332699648,324.79766616931624,-3.3858013206931328,21h39m11.44s,-03d23m08.88s,155,203.57687055437404,1.3145269877801509,154.8670196533,19.9165439606,13,75.61509738242044,10.013158429103465,7.5515732765,20.6548671722,16,190.15321597456568,8.68456309680909,21.8955421448,19.0641613007,1.3054937124,0,1.5907058716,0.7383232117,0.8523826599,,,
Gaia DR2 2674016333200422272,324.9425561484945,-3.40148495568772,21h39m46.21s,-03d24m05.35s,105,207.7335124703118,2.0004264017075837,103.844619751,19.8945999146,10,97.79153812201483,9.307313923203631,10.5069561005,20.3756351471,12,134.9184827028639,8.632645685906617,15.628868103,19.4367408752,1.1202334166,0,0.9388942719,0.4810352325,0.4578590393,,,
Gaia DR2 2674050452420851200,325.3533017018311,-3.1274916327398152,21h41m24.79s,-03d07m38.97s,114,7699.706163597911,4.921136335085715,1564.6195068359,15.9721803665,12,3438.5980215706313,25.98782734079244,132.3157196045,16.5104351044,12,6064.931775564168,29.460080782589678,205.8694915771,15.3048553467,1.2342717648,0,1.2055797577,0.5382547379,0.6673250198,0.0189999994,0.0078999996,0.1049999967
Gaia DR2 2674090550235611904,324.4626516509807,-3.05995477923616,21h37m51.04s,-03d03m35.84s,115,103.16722445159496,1.3836937831028695,74.5592880249,20.654510498,9,73.69379874972616,8.913748939363957,8.2674303055,20.6828117371,12,78.032508118166,10.93468291307753,7.136238575,20.0312309265,1.470683217,0,0.6515808105,0.028301239,0.6232795715,,,
Gaia DR2 2674089519443588352,324.4782840502487,-3.104672901212418,21h37m54.79s,-03d06m16.82s,109,124.27067372193738,1.9684055399429365,63.1326560974,20.4524440765,5,41.793821532451574,10.622211578403993,3.9345686436,21.2986087799,11,137.02285748066296,7.376323976935106,18.5760364532,19.4199371338,1.438929081,0,1.8786716461,0.8461647034,1.0325069427,,,
Gaia DR2 2674171055103172224,325.37798284180064,-2.786017829320771,21h41m30.72s,-02d47m09.66s,130,378.4176483574022,1.8022223960779502,209.9727783203,19.2434368134,10,103.14471338420148,24.524779076537648,4.2057347298,20.3177700043,11,462.73151866012245,10.105378467612914,45.7906188965,18.0985965729,1.4953747988,0,2.2191734314,1.0743331909,1.1448402405,,,
Gaia DR2 2674225858885907072,325.2538559947731,-2.5826795435537475,21h41m00.93s,-02d34m57.65s,135,789.2363444575815,2.340650353240732,337.1867675781,18.4453487396,15,191.8527496940096,12.715788983468276,15.0877580643,19.6439685822,12,887.2663582904395,15.32746900908816,57.887336731,17.391784668,1.3672952652,0,2.2521839142,1.1986198425,1.0535640717,,,
Gaia DR2 2674170814585132544,325.3836238800053,-2.805847438026308,21h41m32.07s,-02d48m21.05s,130,401.5479797071779,1.8834606478050702,213.1968994141,19.1790218353,14,61.933360205325094,10.20441921288703,6.0692687035,20.8715763092,13,566.0649029710744,8.479657614481763,66.7556304932,17.8797550201,1.5639432669,0,2.9918212891,1.6925544739,1.2992668152,,,
Gaia DR2 2674050246262607616,325.3380169703214,-3.1580898089847818,21h41m21.12s,-03d09m29.12s,52,68.30778474458997,1.5283719931608615,44.6931686401,21.1021900177,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674036231783896192,324.5725773778715,-3.252058429911916,21h38m17.42s,-03d15m07.41s,127,1128.4263617456754,2.291069752436524,492.5325317383,18.057182312,13,604.0951991843367,27.41665307270751,22.0338783264,18.3986244202,11,777.5231460988985,6.2317348348329435,124.7683334351,17.5351371765,1.2243762016,0,0.8634872437,0.3414421082,0.5220451355,,,
Gaia DR2 2674103503858429312,324.4437874642858,-2.9556371112091693,21h37m46.51s,-02d57m20.29s,59,88.32184723721932,1.761722047386996,50.1338157654,20.8231945038,4,52.822562211229624,12.199427537195305,4.3299212456,21.0443401337,5,97.09814110397494,13.89184725722956,6.9895772934,19.7938919067,1.6974362135,0,1.2504482269,0.2211456299,1.029302597,,,
Gaia DR2 2674058045923338112,325.386230909476,-3.0341001954768547,21h41m32.70s,-03d02m02.76s,130,200.10982555424914,1.3429895084415389,149.0032653809,19.9351940155,11,106.58927518736448,15.042881349595687,7.0856952667,20.2821044922,12,151.13499484964768,13.93776568020301,10.8435602188,19.3135070801,1.2879141569,0,0.9685974121,0.3469104767,0.6216869354,,,
Gaia DR2 2674242317200623616,325.00259399859107,-2.454623739794401,21h40m00.62s,-02d27m16.65s,117,287.76730490760474,1.7169775820575397,167.6010894775,19.5407619476,10,146.80196221146534,17.29776475751162,8.4867591858,19.9345588684,12,183.75587536388292,9.305752246031505,19.7464828491,19.101316452,1.1486983299,0,0.8332424164,0.3937969208,0.4394454956,,,
Gaia DR2 2674021315362494080,325.03424316287675,-3.3887970811028185,21h40m08.22s,-03d23m19.67s,140,415.048061157057,1.7656967480954517,235.061920166,19.143119812,12,175.42656237312332,11.170898809575124,15.7038898468,19.7411499023,15,353.5595125386027,6.367434885185528,55.5262069702,18.3907642365,1.2745176554,0,1.3503856659,0.5980300903,0.7523555756,,,
Gaia DR2 2674031554564555776,324.6759894624601,-3.3351077869491856,21h38m42.24s,-03d20m06.39s,130,172.9804887859683,1.3282021127120063,130.2365722656,20.093372345,10,63.168369528080895,10.192711867900135,6.1974058151,20.8501396179,12,173.33668941351112,7.950652849496654,21.8015670776,19.1646938324,1.3672354221,0,1.6854457855,0.7567672729,0.9286785126,,,
Gaia DR2 2674177106711999488,325.3002762122203,-2.634488898181569,21h41m12.07s,-02d38m04.16s,147,212.03456290429048,1.2857671579813967,164.908996582,19.8723487854,13,117.70856543695467,15.42113905242487,7.6329360008,20.1743679047,13,132.27597517014385,8.229119391971759,16.0741348267,19.4582176208,1.1789801121,0,0.7161502838,0.3020191193,0.4141311646,,,
Gaia DR2 2674158792971432192,325.3919291680249,-2.8432776663345245,21h41m34.06s,-02d50m35.80s,119,3981.55309153382,4.330824273105888,919.3522338867,16.6882343292,11,2136.8443944686833,17.06891673051061,125.1892242432,17.0269565582,12,2640.230520497997,10.233020536447862,258.0108642578,16.2078151703,1.1998019218,0,0.8191413879,0.338722229,0.4804191589,0.0094999997,0.0029,0.0439999998
Gaia DR2 2674175766682197376,325.3374551608352,-2.6906607844829953,21h41m20.99s,-02d41m26.38s,141,149.14007508579752,1.3396704163260784,111.3259429932,20.2543792725,11,62.96785197406182,8.621997425539087,7.3031630516,20.8535919189,9,145.92742414095224,16.492640137059738,8.8480329514,19.3515777588,1.4006649256,0,1.5020141602,0.5992126465,0.9028015137,,,
Gaia DR2 2673299215396671232,325.3249435065094,-3.180639806486577,21h41m17.99s,-03d10m50.30s,123,40049.04988290118,13.971661257442806,2866.4487304688,14.1818847656,14,17061.916690546514,34.79901144162793,490.2988891602,14.7713184357,14,32816.41760904248,52.04647463666293,630.5214233398,13.4716920853,1.2454311848,0,1.2996263504,0.58943367,0.7101926804,0.0670000017,0.054299999,0.0874999985
Gaia DR2 2674021388377511680,325.0067726263081,-3.394956999923648,21h40m01.63s,-03d23m41.85s,117,71662.9344904745,19.246256895118503,3723.4738769531,13.5501289368,14,36162.30095905581,51.704285679718225,699.40625,13.9557476044,15,50680.751470676034,54.08383102383964,937.0776977539,12.9998121262,1.2118266821,0,0.9559354782,0.4056186676,0.5503168106,,,
Gaia DR2 2674225863180849920,325.25586213369155,-2.5840189558630566,21h41m01.41s,-02d35m02.47s,44,71.69357076655429,1.7089800186647555,41.9510879517,21.049665451,0,,,,,0,,,,,,0,,,,,,
Gaia DR2 2674083678291567872,324.52539922496925,-3.1939950882692267,21h38m06.10s,-03d11m38.38s,129,197.0628626414732,1.2252022407498895,160.8410949707,19.9518547058,11,65.12338853701738,9.01808055487162,7.2214245796,20.8170452118,14,206.8236668264171,9.879539619908428,20.934545517,18.9729194641,1.380001545,0,1.8441257477,0.865190506,0.9789352417,,,
Gaia DR2 2674056671533540096,325.36981878537665,-3.0902166474418977,21h41m28.76s,-03d05m24.78s,129,235.78969173929332,1.3421650984641929,175.678604126,19.7570533752,11,83.84706944448318,10.990046270530273,7.6293644905,20.5426692963,9,168.51633182623817,18.20789716327564,9.2551231384,19.1953144073,1.0702902079,0,1.3473548889,0.785615921,0.5617389679,,,
Gaia DR2 2674021384082309376,324.9992882060616,-3.396463583433487,21h39m59.83s,-03d23m47.27s,100,116.8283006168543,1.7007710050170186,68.6913757324,20.5194950104,9,73.88385080597311,12.011086321000397,6.1513047218,20.6800136566,11,150.5590057422119,13.309506850087535,11.3121404648,19.317653656,1.9211343527,0,1.3623600006,0.1605186462,1.2018413544,,,
Gaia DR2 2674083678287780864,324.52442800135464,-3.1928687939469436,21h38m05.86s,-03d11m34.33s,128,2077.7151213693037,2.3686529604304924,877.1716308594,17.3944015503,13,1105.2408212635735,12.459099946047655,88.709526062,17.7427463531,15,1398.9336110589536,16.683418641781106,83.8517379761,16.8974266052,1.2052539587,0,0.8453197479,0.3483448029,0.4969749451,,,
Gaia DR2 2674230050777843584,325.18548702961454,-2.5267991500531917,21h40m44.52s,-02d31m36.48s,128,96.67258894265375,1.3608470895320601,71.0385360718,20.725107193,7,50.10700804987768,6.7372506876916205,7.4373078346,21.1016426086,11,126.87388560833575,8.86122776988184,14.3178672791,19.5034885406,1.8307247162,0,1.598154068,0.3765354156,1.2216186523,,,
Gaia DR2 2674104264066531712,324.4427978641887,-2.9482491382791327,21h37m46.27s,-02d56m53.70s,140,16410.76195205642,7.217167939867261,2273.8505859375,15.1505441666,14,7954.39062930523,23.024227555278003,345.4791564941,15.5998706818,13,12072.896745311056,21.178915700794473,570.0432128906,14.5573911667,1.2203751802,1,1.0424795151,0.4493265152,0.5931529999,0.0217000004,0.0009,0.1203999966
Gaia DR2 2674158896050648832,325.38824271931475,-2.8220701194783695,21h41m33.18s,-02d49m19.45s,120,42818.22380431471,12.236051471389224,3499.3498535156,14.1092939377,13,22651.78680582924,69.08291878721431,327.8927307129,14.4636316299,14,28990.770551680034,41.1550335117991,704.4282836914,13.6062707901,1.2060883045,0,0.8573608398,0.3543376923,0.5030231476,,,
Gaia DR2 2674036231784552832,324.56633000697855,-3.246273126104323,21h38m15.92s,-03d14m46.58s,106,362.64665443645833,2.1874760165850557,165.7831420898,19.2896556854,10,137.97050055166514,12.936085731201908,10.6655521393,20.0019226074,10,301.23511856180045,11.296619369865223,26.6659526825,18.564655304,1.211111784,0,1.4372673035,0.712266922,0.7250003815,,,
Gaia DR2 2674117595645148800,324.48315503810136,-2.7315233776218113,21h37m55.96s,-02d43m53.48s,97,160.92424923811615,1.4753654396478155,109.0741653442,20.1718120575,8,39.654435938588485,11.204229270529371,3.5392382145,21.3556594849,10,201.05437904948104,26.580838956461378,7.5638837814,19.0036354065,1.4957895279,0,2.3520240784,1.1838474274,1.168176651,,,
Gaia DR2 2674036296208526208,324.5565869144119,-3.2352631728245016,21h38m13.58s,-03d14m06.95s,118,414.0402652929568,1.8197165530058796,227.530090332,19.1457595825,13,187.83202268692767,12.318229785634612,15.2482967377,19.6669635773,13,256.408996148865,5.744106398066993,44.6386222839,18.7395877838,1.0729415417,0,0.9273757935,0.5212039948,0.4061717987,,,
Gaia DR2 2674103400778062336,324.444597807928,-2.9746558697438052,21h37m46.70s,-02d58m28.76s,147,349.37743592056376,1.750235487870429,199.6173858643,19.3301277161,13,132.97654771105368,9.916635803811456,13.4094419479,20.0419502258,14,282.1342241842491,14.673529801711975,19.2274265289,18.6357803345,1.188144207,0,1.4061698914,0.7118225098,0.6943473816,,,
Gaia DR2 2674084812159415296,324.49344839943063,-3.1408696153109132,21h37m58.43s,-03d08m27.13s,121,126.87778929210934,1.3877344183364793,91.4280014038,20.429901123,8,46.056591692370965,19.460472346297838,2.3666739464,21.1931591034,14,126.04260857012594,7.1152525190395695,17.7144260406,19.5106258392,1.3564170599,0,1.6825332642,0.7632579803,0.9192752838,,,
Gaia DR2 2674030558132127616,324.7379694761035,-3.367087488410551,21h38m57.11s,-03d22m01.51s,133,179.4761862014855,1.511194478327702,118.7644500732,20.0533485413,12,55.182777800957936,10.420970636110445,5.2953586578,20.9968795776,15,218.6613477448392,12.488560184527156,17.5089321136,18.9124908447,1.5257964134,0,2.0843887329,0.9435310364,1.1408576965,,,
Gaia DR2 2674060038788254720,325.3978879957555,-2.9682608439391216,21h41m35.49s,-02d58m05.74s,139,3023.527143099245,3.193800771156983,946.6862182617,16.9870815277,16,1555.3933584872912,13.951041422700653,111.4894104004,17.3717880249,16,2092.761899570918,11.78098026456282,177.6390228271,16.4601211548,1.206589222,0,0.9116668701,0.3847064972,0.5269603729,0.0144999996,0.0,0.0768999979
Gaia DR2 2674057152569926144,325.38166035187993,-3.0558039680536395,21h41m31.60s,-03d03m20.89s,138,333.3845890610164,1.5152548753772612,220.0188140869,19.3810024261,15,142.34082125594125,15.268417612770323,9.3225650787,19.9680652618,16,314.84308782826133,10.298112817622508,30.5728912354,18.5166854858,1.3713408709,0,1.451379776,0.5870628357,0.8643169403,,,
Gaia DR2 2674171123822781568,325.3745400287325,-2.7714464313684863,21h41m29.89s,-02d46m17.21s,137,129.8911417400186,1.417456959655372,91.6367416382,20.404417038,11,70.18194132068618,18.845324001236232,3.7241036892,20.735824585,15,173.68432625379842,12.435607520761609,13.9666938782,19.1625175476,1.8774665594,0,1.5733070374,0.331407547,1.2418994904,,,
Gaia DR2 2674228848183166720,325.15474647072216,-2.507435473944841,21h40m37.14s,-02d30m26.77s,154,1417.4105874626414,2.185616958728587,648.5173950195,17.8096256256,15,711.7660530573453,13.638808167914247,52.1868209839,18.2205448151,12,1040.441120560124,11.141087476786293,93.3877563477,17.218875885,1.2362029552,0,1.0016689301,0.4109191895,0.5907497406,,,
Gaia DR2 2674016092682599424,324.88149163885345,-3.4019244154281516,21h39m31.56s,-03d24m06.93s,60,92.81588499045016,1.685572457947783,55.0649032593,20.7693099976,5,88.33801910266419,10.59932509323983,8.3343057632,20.4860191345,6,116.46594172383259,14.238766858560611,8.1794967651,19.5964221954,2.2065615654,0,0.8895969391,-0.283290863,1.1728878021,,,
